,Primacy Agency,PWSID,PWS Name,Reported System Size,Service Lines,1. Service lines that contain any lead pipe,2. Service lines that do not contain any lead pipe but have lead connectors,3a. Service lines that contain galvanized pipe and were previously downstream from a lead source,3b. Service lines that contain galvanized pipe that have never been downstream from any lead source,4a. Service lines that do not contain any lead pipe or galvanized pipe and that do not have lead connectors,4b. Service lines for which the material makeup of the service line and of the connector are not known,Not reported,Total,COUNTY_FIPS,STATE_FIPS,FIPS
1076,IN,IN5203002,COLUMBUS MUNICIPAL UTILITY,Medium,14230,1750,0.0,0,0,7115.0,5365,0,14230,203,18,18203
1077,IN,IN5203008,SOUTHWESTERN BARTHOLOMEW WATER CORP.,Medium,3129,0,0.0,0,0,3129.0,0,0,3129,203,18,18203
1078,IN,IN5206003,LEBANON UTILITIES,Medium,4105,89,0.0,0,0,3748.0,268,0,4105,206,18,18206
1079,IN,IN5207002,NASHVILLE WATER DEPARTMENT,Medium,1326,0,0.0,0,0,1326.0,0,0,1326,207,18,18207
1080,IN,IN5210003,INDIANA AMERICAN WATER - CHARLESTOWN,Medium,2869,0,0.0,0,0,0.0,2869,0,2869,210,18,18210
1081,IN,IN5210005,INDIANA AMERICAN WATER - S. INDIANA,Large,32120,98,0.0,0,0,0.0,32022,0,32120,210,18,18210
1082,IN,IN5210011,SILVER CREEK WATER CORPORATION,Medium,7552,0,0.0,0,0,4947.0,2605,0,7552,210,18,18210
1083,IN,IN5212003,FRANKFORT WATER WORKS,Medium,5847,0,1500.0,0,0,0.0,4347,0,5847,212,18,18212
1084,IN,IN5214005,"ODON WATER UTILITIES, INC.",Medium,657,0,0.0,0,0,57.0,600,0,657,214,18,18214
1085,IN,IN5215003,CITY OF GREENDALE UTILITIES,Medium,1912,0,24.0,0,35,0.0,1853,0,1912,215,18,18215
1086,IN,IN5215009,TRI-TOWNSHIP WATER CORPORATION,Medium,3925,0,0.0,0,0,3925.0,0,0,3925,215,18,18215
1087,IN,IN5216002,GREENSBURG MUNICIPAL WATER WORKS,Medium,5100,0,0.0,0,0,5000.0,100,0,5100,216,18,18216
1088,IN,IN5217001,AUBURN WATER DEPARTMENT,Medium,5200,300,25.0,0,0,3266.0,1609,0,5200,217,18,18217
1089,IN,IN5218012,INDIANA AMERICAN WATER - MUNCIE,Medium,26524,569,0.0,0,0,0.0,25955,0,26524,218,18,18218
1090,IN,IN5219002,DUBOIS WATER UTILITIES,Medium,3571,0,0.0,0,0,0.0,3571,0,3571,219,18,18219
1091,IN,IN5219008,"IRELAND UTILITIES, INC.",Medium,1691,0,0.0,0,0,0.0,1691,0,1691,219,18,18219
1092,IN,IN5219009,JASPER MUNICIPAL WATER UTILITY,Medium,6286,653,1656.0,0,0,3977.0,0,0,6286,219,18,18219
1093,IN,IN5220009,GOSHEN WATER UTILITY,Medium,11329,0,1600.0,73,0,8308.0,1348,0,11329,220,18,18220
1094,IN,IN5222002,"FLOYDS KNOBS WATER COMPANY, INC.",Medium,2443,0,0.0,0,0,0.0,2443,0,2443,222,18,18222
1095,IN,IN5223005,VEEDERSBURG MUNICIPAL WATER SUPPLY,Small,994,0,0.0,0,9,41.0,944,0,994,223,18,18223
1096,IN,IN5224002,FRANKLIN COUNTY WATER ASSOCIATION,Medium,3815,0,0.0,0,0,3815.0,0,0,3815,224,18,18224
1097,IN,IN5226008,PRINCETON WATER DEPARTMENT,Medium,4350,200,1100.0,0,0,2000.0,1050,0,4350,226,18,18226
1098,IN,IN5227014,MARION CITY WATER WORKS,Medium,10763,0,0.0,0,0,850.0,9913,0,10763,227,18,18227
1099,IN,IN5228004,JASONVILLE WATER DEPARTMENT,Medium,2200,0,20.0,0,0,1800.0,380,0,2200,228,18,18228
1100,IN,IN5229009,"CITIZENS WATER OF WESTFIELD, LLC",Medium,16973,0,0.0,0,0,16973.0,0,0,16973,229,18,18229
1101,IN,IN5230004,GREENFIELD WATER UTILITY,Medium,8805,0,0.0,0,0,8459.0,346,0,8805,230,18,18230
1102,IN,IN5231005,"RAMSEY WATER COMPANY, INC.",Medium,6234,0,0.0,0,0,6234.0,0,0,6234,231,18,18231
1103,IN,IN5231007,TOWN OF ELIZABETH,Medium,1476,0,0.0,0,0,1476.0,0,0,1476,231,18,18231
1104,IN,IN5232002,BROWNSBURG WATER WORKS,Medium,9969,0,0.0,0,0,6816.0,3153,0,9969,232,18,18232
1105,IN,IN5234007,INDIANA AMERICAN WATER - KOKOMO,Medium,21623,577,0.0,0,0,0.0,21046,0,21623,234,18,18234
1106,IN,IN5235005,HUNTINGTON WATER DEPARTMENT,Medium,7516,0,0.0,0,0,2976.0,4540,0,7516,235,18,18235
1107,IN,IN5236003,JACKSON COUNTY WATER UTILITY,Medium,5830,0,180.0,0,0,500.0,5150,0,5830,236,18,18236
1108,IN,IN5238007,PORTLAND MUNICIPAL WATER PLANT,Medium,2684,830,0.0,0,0,670.0,1184,0,2684,238,18,18238
1109,IN,IN5239001,CANAAN UTILITIES,Medium,1681,0,0.0,0,0,1513.0,168,0,1681,239,18,18239
1110,IN,IN5241005,INDIANA AMERICAN WATER - JOHNSON COUNTY,Medium,32245,0,0.0,0,0,0.0,32245,0,32245,241,18,18241
1111,IN,IN5241007,PRINCES LAKE WATER DEPARTMENT,Medium,1753,0,0.0,0,0,1753.0,0,0,1753,241,18,18241
1112,IN,IN5242001,BICKNELL MUNICIPAL UTILITIES,Medium,1505,150,0.0,0,0,200.0,1155,0,1505,242,18,18242
1113,IN,IN5242005,EDWARDSPORT WATER UTILITY,Medium,151,0,0.0,0,0,100.0,51,0,151,242,18,18242
1114,IN,IN5243030,INDIANA AMERICAN WATER - WARSAW,Medium,5120,139,0.0,0,0,0.0,4981,0,5120,243,18,18243
1115,IN,IN5245011,DYER WATER DEPARTMENT,Medium,7504,0,0.0,0,0,7494.0,10,0,7504,245,18,18245
1116,IN,IN5245015,INDIANA AMERICAN WATER - NORTHWEST,Large,74045,0,0.0,0,0,16422.0,57623,0,74045,245,18,18245
1117,IN,IN5245020,HAMMOND WATER WORKS DEPARTMENT,Large,26052,0,0.0,0,0,0.0,26052,0,26052,245,18,18245
1118,IN,IN5246017,LAPORTE WATER WORKS,Medium,8400,2893,2932.0,0,0,1131.0,1444,0,8400,246,18,18246
1119,IN,IN5247001,BEDFORD CITY UTILITIES,Medium,5855,0,0.0,0,0,0.0,5855,0,5855,247,18,18247
1120,IN,IN5247003,MITCHELL WATER DEPARTMENT,Medium,1800,0,900.0,0,0,0.0,900,0,1800,247,18,18247
1121,IN,IN5247007,SOUTH LAWRENCE UTILITIES,Medium,2600,0,0.0,0,0,2600.0,0,0,2600,247,18,18247
1122,IN,IN5248002,ANDERSON WATER DEPARTMENT,Medium,27745,693,6936.0,0,0,17341.0,2775,0,27745,248,18,18248
1123,IN,IN5248012,INGALLS WATER COMPANY,Medium,2000,0,0.0,0,0,2000.0,0,0,2000,248,18,18248
1124,IN,IN5249004,CITIZENS WATER - INDIANAPOLIS,Large,373060,55060,0.0,0,0,298000.0,20000,0,373060,249,18,18249
1125,IN,IN5249005,CITY OF LAWRENCE UTILITIES,Medium,14904,0,0.0,0,0,14904.0,0,0,14904,249,18,18249
1126,IN,IN5249008,SPEEDWAY WATER WORKS,Medium,4989,525,525.0,0,0,3939.0,0,0,4989,249,18,18249
1127,IN,IN5252016,PERU WATER DEPARTMENT,Medium,4843,2000,0.0,0,600,600.0,1643,0,4843,252,18,18252
1128,IN,IN5253001,"B&B WATER PROJECT, INC.",Medium,1840,0,0.0,0,0,1840.0,0,0,1840,253,18,18253
1129,IN,IN5253002,CITY OF BLOOMINGTON UTILITIES,Large,25311,53,41.0,0,0,0.0,25217,0,25311,253,18,18253
1130,IN,IN5255019,CITIZENS WATER - MORGAN,Medium,2196,0,0.0,0,0,2196.0,0,0,2196,255,18,18255
1131,IN,IN5257010,LIGONIER WATER WORKS,Medium,1306,0,0.0,0,0,1306.0,0,0,1306,257,18,18257
1132,IN,IN5259004,PAOLI WATER DEPARTMENT,Medium,3627,0,10.0,0,0,3600.0,17,0,3627,259,18,18259
1133,IN,IN5264029,VALPARAISO DEPARTMENT OF WATER WORKS,Medium,14583,569,0.0,10,0,14000.0,4,0,14583,264,18,18264
1134,IN,IN5265006,MOUNT VERNON WATER WORKS,Medium,3264,0,0.0,0,0,2900.0,364,0,3264,265,18,18265
1135,IN,IN5267004,GREENCASTLE DEPARTMENT OF WATER,Medium,3836,0,0.0,0,0,1956.0,1880,0,3836,267,18,18267
1136,IN,IN5271009,MISHAWAKA UTILITIES,Medium,18236,4000,0.0,0,0,11171.0,3065,0,18236,271,18,18271
1137,IN,IN5271014,SOUTH BEND WATER WORKS,Large,46000,12000,12000.0,0,0,17000.0,5000,0,46000,271,18,18271
1138,IN,IN5272001,SCOTTSBURG WATER DEPARTMENT,Medium,3096,0,460.0,0,0,2160.0,476,0,3096,272,18,18272
1139,IN,IN5272002,STUCKER FORK WATER UTILITY,Medium,7648,0,0.0,0,0,7648.0,0,0,7648,272,18,18272
1140,IN,IN5274010,SANTA CLAUS WATER UTILITY,Medium,1797,0,0.0,0,0,1797.0,0,0,1797,274,18,18274
1141,IN,IN5276001,ANGOLA WATER DEPARTMENT,Medium,3155,0,0.0,0,0,0.0,3155,0,3155,276,18,18276
1142,IN,IN5279013,LAFAYETTE WATER WORKS,Medium,29508,5500,0.0,0,0,0.0,24008,0,29508,279,18,18279
1143,IN,IN5279015,PURDUE UNIV. WATER WORKS,Medium,260,0,0.0,0,0,195.0,65,0,260,279,18,18279
1144,IN,IN5279016,ROYAL OAKS ESTATES,Small,47,0,0.0,0,0,47.0,0,0,47,279,18,18279
1145,IN,IN5279017,SHADELAND MOBILE HOME PARK,Small,76,0,0.0,0,0,76.0,0,0,76,279,18,18279
1146,IN,IN5279019,INDIANA AMERICAN WATER - WESTWOOD,Small,64,0,0.0,0,0,0.0,0,64,64,279,18,18279
1147,IN,IN5279020,INDIANA AMERICAN WATER - WEST LAFAYETTE,Medium,12998,0,0.0,0,0,12998.0,0,0,12998,279,18,18279
1148,IN,IN5279021,DAYTON WATER UTILITY,Small,542,0,0.0,0,0,542.0,0,0,542,279,18,18279
1149,IN,IN5279026,WILDCAT HIGHLANDS,Small,136,0,0.0,0,0,136.0,0,0,136,279,18,18279
1150,IN,IN5280004,TIPTON UTILITY SERVICE B,Medium,2375,0,0.0,0,0,0.0,2375,0,2375,280,18,18280
1151,IN,IN5282002,EVANSVILLE WATER UTILITY,Large,64800,1300,0.0,0,0,63500.0,0,0,64800,282,18,18282
1152,IN,IN5282003,GERMAN TOWNSHIP WATER DISTRICT INC.,Medium,4977,0,0.0,0,0,4977.0,0,0,4977,282,18,18282
1153,IN,IN5283004,CLINTON WATER UTILITY,Medium,1943,0,0.0,0,0,93.0,1850,0,1943,283,18,18283
1154,IN,IN5284012,INDIANA AMERICAN WATER - TERRE HAUTE,Medium,24939,0,0.0,0,0,0.0,24939,0,24939,284,18,18284
1155,IN,IN5287004,INDIANA AMERICAN WATER - NEWBURGH,Medium,8703,0,0.0,0,0,0.0,8703,0,8703,287,18,18287
1156,IN,IN5289012,INDIANA AMERICAN WATER - RICHMOND,Medium,15417,1527,0.0,0,0,0.0,13890,0,15417,289,18,18289
1157,IN,IN5291011,MONTICELLO WATER WORKS,Medium,2634,400,0.0,100,0,2000.0,134,0,2634,291,18,18291
1158,KS,KS2000103,"IOLA, CITY OF",Medium,2743,0,0.0,0,0,0.0,2743,0,2743,000,20,20000
1159,KS,KS2000110,ALLEN CO RWD 8,Small,321,0,0.0,0,0,321.0,0,0,321,000,20,20000
1160,KS,KS2000111,"HUMBOLDT, CITY OF",Small,975,0,0.0,0,0,800.0,175,0,975,000,20,20000
1161,KS,KS2000112,ALLEN CO RWD 4,Small,32,0,0.0,0,0,32.0,0,0,32,000,20,20000
1162,KS,KS2000116,"MORAN, CITY OF",Small,244,87,0.0,0,0,157.0,0,0,244,000,20,20000
1163,KS,KS2000117,ALLEN CO RWD 12,Small,25,0,0.0,0,0,25.0,0,0,25,000,20,20000
1164,KS,KS2000118,ALLEN CO RWD 13,Small,45,0,0.0,0,0,45.0,0,0,45,000,20,20000
1165,KS,KS2000304,"GARNETT, CITY OF",Medium,1700,0,350.0,0,0,0.0,1350,0,1700,000,20,20000
1166,KS,KS2000511,ATCHISON CO RWD 5C,Medium,1453,1,0.0,0,36,446.0,970,0,1453,000,20,20000
1167,KS,KS2001103,BOURBON CO RWD 2C,Medium,2943,0,0.0,0,0,0.0,2943,0,2943,001,20,20001
1168,KS,KS2001503,"AUGUSTA, CITY OF",Medium,3672,31,0.0,0,0,0.0,3641,0,3672,001,20,20001
1169,KS,KS2001511,EL DORADO - CITY OF,Medium,5359,0,0.0,0,0,0.0,5359,0,5359,001,20,20001
1170,KS,KS2001530,BUTLER CO RWD 6,Medium,990,0,0.0,0,0,0.0,990,0,990,001,20,20001
1171,KS,KS2002109,"BAXTER SPRINGS, CITY OF",Medium,2000,0,0.0,0,0,2000.0,0,0,2000,002,20,20002
1172,KS,KS2002701,CLAY CENTER - CITY OF,Medium,2115,0,0.0,0,0,0.0,2115,0,2115,002,20,20002
1173,KS,KS2002907,CONCORDIA - CITY OF,Medium,2447,0,0.0,0,0,0.0,2447,0,2447,002,20,20002
1174,KS,KS2003725,PUBLIC WHOLESALE WSD 11,Medium,13,0,0.0,0,0,0.0,13,0,13,003,20,20003
1175,KS,KS2004112,"ABILENE, CITY OF",Medium,3079,0,0.0,0,0,0.0,3079,0,3079,004,20,20004
1176,KS,KS2004503,"LAWRENCE, CITY OF",Large,31049,0,0.0,1740,0,27250.0,2059,0,31049,004,20,20004
1177,KS,KS2004510,"BALDWIN CITY, CITY OF",Medium,1700,0,0.0,0,0,0.0,1700,0,1700,004,20,20004
1178,KS,KS2004511,"EUDORA, CITY OF",Medium,2363,0,0.0,0,0,0.0,2363,0,2363,004,20,20004
1179,KS,KS2004513,UNIVERSITY OF KANSAS,Medium,220,0,0.0,0,0,0.0,220,0,220,004,20,20004
1180,KS,KS2005309,ELLSWORTH CO RWD 1,Medium,1546,0,0.0,0,0,0.0,1546,0,1546,005,20,20005
1181,KS,KS2005511,"GARDEN CITY, CITY OF",Medium,8651,28,0.0,19,208,7541.0,855,0,8651,005,20,20005
1182,KS,KS2005710,"DODGE CITY, CITY OF",Medium,8501,13,0.0,0,0,0.0,8488,0,8501,005,20,20005
1183,KS,KS2005906,"OTTAWA, CITY OF",Medium,5334,0,0.0,0,0,0.0,5334,0,5334,005,20,20005
1184,KS,KS2006704,"ULYSSES, CITY OF",Medium,2344,0,0.0,0,0,0.0,2344,0,2344,006,20,20006
1185,KS,KS2007306,"EUREKA, CITY OF",Medium,1476,0,0.0,0,0,0.0,1476,0,1476,007,20,20007
1186,KS,KS2007902,"HESSTON, CITY OF",Medium,1320,0,0.0,0,0,0.0,1320,0,1320,007,20,20007
1187,KS,KS2007907,HARVEY CO RWD 1,Medium,1167,0,0.0,0,0,0.0,1167,0,1167,007,20,20007
1188,KS,KS2008514,PUBLIC WHOLESALE WSD 18,Medium,2,0,0.0,0,0,0.0,2,0,2,008,20,20008
1189,KS,KS2009102,"DESOTO, CITY OF",Medium,1900,0,0.0,0,0,0.0,1900,0,1900,009,20,20009
1190,KS,KS2009104,JOHNSON CO RWD 7,Medium,3247,0,0.0,0,0,0.0,3247,0,3247,009,20,20009
1191,KS,KS2009106,"GARDNER, CITY OF",Medium,6798,0,0.0,0,0,0.0,6798,0,6798,009,20,20009
1192,KS,KS2009110,WATER DISTRICT 1 OF JOHNSON CO,Large,145000,0,0.0,0,0,0.0,145000,0,145000,009,20,20009
1193,KS,KS2009115,"OLATHE, CITY OF",Large,34455,0,0.0,234,0,0.0,34221,0,34455,009,20,20009
1194,KS,KS2010306,"TONGANOXIE, CITY OF",Medium,2213,1973,0.0,0,0,0.0,240,0,2213,010,20,20010
1195,KS,KS2010311,FORT LEAVENWORTH AMERICAN WATER ENT INC,Medium,1907,0,0.0,0,0,0.0,1907,0,1907,010,20,20010
1196,KS,KS2010312,LANSING CORRECTIONAL FACILITY,Medium,1,0,0.0,0,0,0.0,1,0,1,010,20,20010
1197,KS,KS2010313,LAN DEL WATER DISTRICT,Medium,3000,0,0.0,0,0,0.0,3000,0,3000,010,20,20010
1198,KS,KS2010317,LEAVENWORTH WATER DEPARTMENT,Medium,11801,0,0.0,99,0,10163.0,1539,0,11801,010,20,20010
1199,KS,KS2010321,SUBURBAN WATER COMPANY,Medium,1998,0,0.0,0,0,0.0,1998,0,1998,010,20,20010
1200,KS,KS2010711,PUBLIC WHOLESALE WSD 13,Medium,13,0,0.0,0,0,0.0,13,0,13,010,20,20010
1201,KS,KS2011105,"EMPORIA, CITY OF",Medium,9112,0,0.0,0,0,0.0,9112,0,9112,011,20,20011
1202,KS,KS2011309,"MCPHERSON, CITY OF",Medium,5997,0,0.0,0,0,0.0,5997,0,5997,011,20,20011
1203,KS,KS2011505,"HILLSBORO, CITY OF",Medium,1146,0,0.0,0,0,0.0,1146,0,1146,011,20,20011
1204,KS,KS2012101,MIAMI CO RWD 2,Medium,3821,0,0.0,0,0,0.0,3821,0,3821,012,20,20012
1205,KS,KS2012106,"LOUISBURG, CITY OF",Medium,1850,0,0.0,0,0,0.0,1850,0,1850,012,20,20012
1206,KS,KS2013110,NEMAHA CO RWD 3,Medium,1230,0,0.0,0,0,0.0,1230,0,1230,013,20,20013
1207,KS,KS2013307,"CHANUTE, CITY OF",Medium,4392,0,0.0,0,0,0.0,4392,0,4392,013,20,20013
1208,KS,KS2013322,PUBLIC WHOLESALE WSD 23,Medium,12,0,0.0,0,0,0.0,12,0,12,013,20,20013
1209,KS,KS2013907,"OSAGE CITY, CITY OF",Medium,1334,0,0.0,0,0,0.0,1334,0,1334,013,20,20013
1210,KS,KS2013919,PUBLIC WHOLESALE WSD 12,Medium,10,0,0.0,0,0,0.0,10,0,10,013,20,20013
1211,KS,KS2014505,"LARNED, CITY OF",Medium,2027,25,0.0,0,0,0.0,2002,0,2027,014,20,20014
1212,KS,KS2014912,POTTAWATOMIE CO RWD 1,Medium,3120,0,0.0,0,0,0.0,3120,0,3120,014,20,20014
1213,KS,KS2015509,"HUTCHINSON, CITY OF",Medium,16657,250,1200.0,4430,2850,200.0,7727,0,16657,015,20,20015
1214,KS,KS2015903,"LYONS, CITY OF",Medium,1667,77,30.0,0,0,0.0,1560,0,1667,015,20,20015
1215,KS,KS2016112,"MANHATTAN, CITY OF",Medium,16770,0,514.0,37,0,6977.0,9242,0,16770,016,20,20016
1216,KS,KS2016703,"RUSSELL, CITY OF",Medium,2462,0,0.0,0,0,0.0,2462,0,2462,016,20,20016
1217,KS,KS2016914,"SALINA, CITY OF",Medium,21000,5700,1400.0,3000,2700,2500.0,5700,0,21000,016,20,20016
1218,KS,KS2017304,"BEL AIRE, CITY OF",Medium,2744,0,0.0,0,0,0.0,2744,0,2744,017,20,20017
1219,KS,KS2017308,"WICHITA, CITY OF",Large,159000,50,0.0,3430,2211,86917.0,66392,0,159000,017,20,20017
1220,KS,KS2017318,"VALLEY CENTER, CITY OF",Medium,2249,0,0.0,0,0,0.0,2249,0,2249,017,20,20017
1221,KS,KS2017328,EL PASO WATER COMPANY,Medium,10356,0,0.0,0,0,0.0,10356,0,10356,017,20,20017
1222,KS,KS2017701,TOPEKA - CITY OF,Large,58239,344,0.0,292,0,52426.0,5177,0,58239,017,20,20017
1223,KS,KS2018901,"HUGOTON, CITY OF",Medium,1708,0,0.0,0,0,0.0,1708,0,1708,018,20,20018
1224,KS,KS2019113,"MULVANE, CITY OF",Medium,2454,0,15.0,0,0,0.0,2439,0,2454,019,20,20019
1225,KS,KS2019119,"WELLINGTON, CITY OF",Medium,3885,14,0.0,0,0,0.0,3871,0,3885,019,20,20019
1226,KS,KS2020906,KANSAS CITY BOARD OF PUBLIC UTILITIES,Large,52800,0,0.0,0,13524,37691.0,1585,0,52800,020,20,20020
1227,KY,KY0011016,COLUMBIA/ADAIR UTILITIES DISTRICT,Medium,7439,0,0.0,0,0,4463.0,2976,0,7439,011,21,21011
1228,KY,KY0020956,ALLEN COUNTY WATER DISTRICT,Medium,5800,0,0.0,0,0,5800.0,0,0,5800,020,21,21020
1229,KY,KY0070353,PINEVILLE WATER SYSTEM,Medium,5580,0,0.0,0,0,2790.0,2790,0,5580,070,21,21070
1230,KY,KY0080034,BOONE CO WATER & SEWER DISTRICT,Medium,28324,0,0.0,0,0,28324.0,0,0,28324,080,21,21080
1231,KY,KY0081013,BOONE-FLORENCE WATER COMMISSION,Medium,0,0,0.0,0,0,0.0,0,0,0,081,21,21081
1232,KY,KY0100011,ASHLAND WATER WORKS,Medium,14950,1500,3000.0,200,1000,4250.0,5000,0,14950,100,21,21100
1233,KY,KY0100064,CANNONSBURG WATER DISTRICT,Medium,3623,0,0.0,0,0,2623.0,1000,0,3623,100,21,21100
1234,KY,KY0110345,PARKSVILLE WATER DISTRICT,Medium,1667,0,1.0,0,0,103.0,1563,0,1667,110,21,21110
1235,KY,KY0210066,CARROLL CO WATER DISTRICT #1,Large,3991,0,0.0,0,3,1317.0,2671,0,3991,210,21,21210
1236,KY,KY0240201,HOPKINSVILLE WATER ENVIRONMENT AUTHORITY,Medium,18514,0,24.0,0,2675,4142.0,11673,0,18514,240,21,21240
1237,KY,KY0250473,WINCHESTER MUNICIPAL UTILITIES,Medium,12500,0,150.0,0,0,12350.0,0,0,12500,250,21,21250
1238,KY,KY0270003,ALBANY WATER WORKS,Medium,5400,0,0.0,0,0,4860.0,540,0,5400,270,21,21270
1239,KY,KY0300109,E DAVIESS CO WATER ASSOC INC,Medium,5810,0,0.0,0,0,5810.0,0,0,5810,300,21,21300
1240,KY,KY0300336,OWENSBORO MUNICIPAL UTILITIES,Large,25557,0,0.0,0,263,22107.0,3187,0,25557,300,21,21300
1241,KY,KY0300387,Daviess County Water District,Medium,13300,0,0.0,0,0,13150.0,150,0,13300,300,21,21300
1242,KY,KY0340250,KENTUCKY-AMERICAN WATER CO,Large,135700,9,516.0,0,0,131244.0,3931,0,135700,340,21,21340
1243,KY,KY0350133,FLEMING CO WATER ASSOCIATION,Medium,5231,0,0.0,0,0,2600.0,2631,0,5231,350,21,21350
1244,KY,KY0360152,FRANCIS WATER COMPANY,Small,280,0,0.0,0,0,230.0,50,0,280,360,21,21360
1245,KY,KY0360358,PRESTONSBURG CITY UTILITIES,Medium,8741,0,0.0,0,0,8741.0,0,0,8741,360,21,21360
1246,KY,KY0360463,WHEELWRIGHT UTILITY COMMISSION,Small,350,0,0.0,0,14,315.0,21,0,350,360,21,21360
1247,KY,KY0370143,FRANKFORT PLANT BOARD,Medium,16700,0,835.0,3340,0,0.0,12525,0,16700,370,21,21370
1248,KY,KY0390130,GALLATIN COUNTY WATER DISTRICT,Medium,2100,0,0.0,0,0,2100.0,0,0,2100,390,21,21390
1249,KY,KY0430244,LEITCHFIELD WATER WORKS,Medium,2938,2,0.0,0,0,850.0,2086,0,2938,430,21,21430
1250,KY,KY0440167,GREEN TAYLOR WATER DISTRICT,Medium,5218,0,0.0,0,1000,2000.0,2218,0,5218,440,21,21440
1251,KY,KY0450132,FLATWOODS WATER COMPANY,Medium,3430,0,0.0,0,368,0.0,3062,0,3430,450,21,21450
1252,KY,KY0470175,HARDIN COUNTY WATER DISTRICT #2,Large,31966,0,0.0,0,0,22457.0,9509,0,31966,470,21,21470
1253,KY,KY0482399,KINGDOM COME STATE PARK,Small,6,0,0.0,0,0,6.0,0,0,6,482,21,21482
1254,KY,KY0490096,CYNTHIANA MUNICIPAL WATER WORKS,Medium,2612,150,0.0,375,259,1567.0,261,0,2612,490,21,21490
1255,KY,KY0490179,HARRISON CO WATER ASSOC,Medium,6500,0,0.0,0,0,3900.0,2600,0,6500,490,21,21490
1256,KY,KY0500166,GREEN RIVER VALLEY WATER DISTRICT,Medium,9651,0,0.0,0,0,1500.0,8151,0,9651,500,21,21500
1257,KY,KY0510510,HENDERSON WATER UTILITY/SOUTH,Medium,31,0,0.0,0,0,14.0,17,0,31,510,21,21510
1258,KY,KY0520192,HENRY COUNTY WATER DISTRICT #2,Medium,6700,0,0.0,0,0,6500.0,200,0,6700,520,21,21520
1259,KY,KY0560258,LOUISVILLE WATER COMPANY,Large,320390,808,0.0,1982,60,21503.0,296037,0,320390,560,21,21560
1260,KY,KY0580340,PAINTSVILLE MUNICIPAL WATER WORKS,Medium,8200,2,0.0,0,0,3165.0,5033,0,8200,580,21,21580
1261,KY,KY0590220,NORTHERN KENTUCKY WATER DISTRICT,Large,85502,27532,0.0,0,0,29659.0,28311,0,85502,590,21,21590
1262,KY,KY0600129,PHOENIX PROPERTY OWNERS ASSOC,Small,108,0,0.0,0,0,108.0,0,0,108,600,21,21600
1263,KY,KY0630451,WEST LAUREL WATER ASSOC INC,Medium,5473,0,0.0,0,0,4031.0,1442,0,5473,630,21,21630
1264,KY,KY0630477,WOOD CREEK WATER DISTRICT,Medium,5589,0,0.0,0,0,4031.0,1558,0,5589,630,21,21630
1265,KY,KY0690203,HUSTONVILLE WATER WORKS,Medium,1825,0,0.0,0,0,0.0,1825,0,1825,690,21,21690
1266,KY,KY0690417,STANFORD WATER WORKS,Medium,3521,0,0.0,176,176,2816.0,353,0,3521,690,21,21690
1267,KY,KY0700243,LEDBETTER WATER DISTRICT,Medium,1277,0,0.0,0,1277,0.0,0,0,1277,700,21,21700
1268,KY,KY0720933,LYON COUNTY WATER DISTRICT,Medium,2700,0,0.0,0,0,2700.0,0,0,2700,720,21,21720
1269,KY,KY0730533,PADUCAH WATER WORKS,Medium,30469,23,25.0,287,6,28132.0,1996,0,30469,730,21,21730
1270,KY,KY0760224,MADISON CO UTILITIES DISTRICT,Medium,12775,0,0.0,0,14,1483.0,11278,0,12775,760,21,21760
1271,KY,KY0780268,MARION COUNTY WATER DISTRICT,Medium,6393,0,0.0,0,0,6393.0,0,0,6393,780,21,21780
1272,KY,KY0800273,MARTIN CO WATER DISTRICT #1,Medium,3533,0,0.0,0,0,0.0,3533,0,3533,800,21,21800
1273,KY,KY0810275,MAYSVILLE UTILITY COMMISSION,Medium,5594,0,0.0,0,0,1155.0,4439,0,5594,810,21,21810
1274,KY,KY0840180,HARRODSBURG MUNICIPAL WATER DEPARTMENT,Medium,3695,0,3695.0,0,0,0.0,0,0,3695,840,21,21840
1275,KY,KY0840321,NORTH MERCER WATER DISTRICT,Medium,4780,0,0.0,0,0,349.0,4431,0,4780,840,21,21840
1276,KY,KY0870212,JEFFERSONVILLE WATER SYSTEM,Medium,2200,0,0.0,0,0,2200.0,0,0,2200,870,21,21870
1277,KY,KY0880594,MORGAN COUNTY WATER DISTRICT,Medium,3035,0,0.0,0,0,2276.0,759,0,3035,880,21,21880
1278,KY,KY0890071,CENTRAL CITY WATER & SEWER,Medium,2125,0,1150.0,375,0,600.0,0,0,2125,890,21,21890
1279,KY,KY0890170,GREENVILLE UTILITIES COMMISSION,Medium,2100,0,0.0,0,0,1600.0,500,0,2100,890,21,21890
1280,KY,KY0890304,MUHLENBERG CO WATER DISTRICT #3,Medium,2400,0,2000.0,0,0,200.0,200,0,2400,890,21,21890
1281,KY,KY0900017,BARDSTOWN MUNICIPAL WATER DEPT,Medium,12293,0,0.0,0,0,12170.0,123,0,12293,900,21,21900
1282,KY,KY0910065,CARLISLE WATER DEPARTMENT,Medium,1088,0,0.0,0,0,0.0,1088,0,1088,910,21,21910
1283,KY,KY0920332,OHIO COUNTY WATER DISTRICT,Medium,7591,0,0.0,0,0,3354.0,4237,0,7591,920,21,21920
1284,KY,KY0950036,BOONEVILLE WATER AND SEWER,Medium,1400,0,0.0,0,120,0.0,1280,0,1400,950,21,21950
